dolum_id,dolum_baslangic,dolum_bitis,istasyon_kodu,tank_no,akaryakit_turu,dolum_oncesi_hacim,dolum_sonrasi_hacim,dolum_brut,dolum_net,sicaklik,merkeze_gelis_tarihi
343,2026-03-21 13:05:00,2026-03-21 13:21:00,IST_002,2,KB 95 Oktan Excellium,2171.92,8384.38,6264.45,6212.46,21.92,
344,2026-03-21 16:38:00,2026-03-21 16:58:00,IST_002,4,KB 95 Oktan Excellium,998.94,5705.26,4763.02,4706.32,24.92,2026-03-22 00:00:00
345,2026-03-21 18:41:00,2026-03-21 18:53:00,IST_002,1,Motorin(Excellium),,17546.07,12586.18,12488.95,24.2,2026-03-21 20:00:00
346,2026-03-22 00:35:00,2026-03-22 00:54:00,IST_002,5,Motorin(Excellium),6285.08,15843.85,9632.07,9558.77,24.06,2026-03-22 02:00:00
347,2026-03-23 22:03:00,2026-03-23 22:25:00,IST_002,5,Motorin(Excellium),5601.09,10221.94,4664.09,4620.85,,2026-03-23 23:30:00
348,2026-03-24 15:30:00,2026-03-24 15:46:00,IST_002,4,KB 95 Oktan Excellium,1794.39,6002.76,4240.77,4208.37,21.37,2026-03-24 19:00:00
349,2026-03-24 18:00:00,2026-03-24 18:23:00,IST_002,5,Motorin(Excellium),5474.16,14836.98,9435.42,9362.82,24.16,2026-03-25 00:30:00
350,2026-03-25 10:04:00,2026-03-25 10:23:00,IST_002,3,Motorin(Excellium),4492.4,9254.66,4790.41,4762.26,22.0,2026-03-25 12:30:00
351,2026-03-25 15:07:00,2026-03-25 15:27:00,IST_002,1,Motorin(Excellium),2936.06,15338.64,12501.57,12402.58,24.43,2026-03-25 21:30:00
352,2026-03-25 16:32:00,2026-03-25 16:54:00,IST_002,2,KB 95 Oktan Excellium,,8201.19,6707.33,6617.42,,2026-03-26 00:00:00
353,2026-03-26 11:34:00,2026-03-26 11:45:00,IST_002,5,Motorin(Excellium),4837.41,12661.84,7898.49,7824.43,26.16,
354,2026-03-26 21:35:00,2026-03-26 21:50:00,IST_002,3,Motorin(Excellium),4353.75,11867.59,7589.14,7513.84,26.81,2026-03-27 05:00:00
355,2026-03-27 11:31:00,2026-03-27 11:57:00,IST_002,5,Motorin(Excellium),,14132.11,7789.85,7737.8,22.95,
356,2026-03-28 10:31:00,2026-03-28 10:49:00,IST_002,4,KB 95 Oktan Excellium,1222.9,5870.07,4677.51,4647.17,20.4,2026-03-28 15:00:00
357,2026-03-28 12:33:00,2026-03-28 12:57:00,IST_002,1,Motorin(Excellium),3820.51,13234.32,9473.43,9413.81,22.49,2026-03-28 18:00:00
358,2026-03-28 18:02:00,2026-03-28 18:23:00,IST_002,5,Motorin(Excellium),5575.0,10215.6,4657.57,4640.6,19.34,2026-03-28 20:30:00
359,2026-03-29 11:01:00,2026-03-29 11:18:00,IST_002,5,Motorin(Excellium),6226.4,13784.77,7611.85,7558.37,23.36,2026-03-29 13:30:00
360,2026-03-29 13:05:00,2026-03-29 13:19:00,IST_002,3,Motorin(Excellium),4559.29,12047.41,7548.91,7488.12,24.59,2026-03-29 19:30:00
361,2026-03-29 16:11:00,2026-03-29 16:21:00,IST_002,2,KB 95 Oktan Excellium,1771.17,6473.5,4734.17,4702.33,20.6,
362,2026-03-30 13:39:00,2026-03-30 13:58:00,IST_002,5,Motorin(Excellium),7984.81,12821.98,4862.95,4837.17,21.31,2026-03-30 15:00:00
363,2026-03-30 17:35:00,2026-03-30 17:55:00,IST_002,1,Motorin(Excellium),2263.14,7227.82,4996.53,4964.68,22.59,2026-03-30 21:00:00
364,2026-03-31 10:32:00,2026-03-31 10:45:00,IST_002,1,Motorin(Excellium),5093.13,9814.8,4759.06,4721.67,24.35,
365,2026-03-31 10:36:00,2026-03-31 10:46:00,IST_002,5,Motorin(Excellium),,19491.94,12089.35,11998.62,23.93,
366,2026-03-31 23:08:00,2026-03-31 23:20:00,IST_002,2,KB 95 Oktan Excellium,2020.59,8076.03,6122.04,6055.44,24.07,2026-04-01 05:30:00
367,2026-01-02 17:00:00,2026-01-02 17:16:00,IST_003,3,Motorin(Excellium),1792.62,8106.52,6347.07,6313.9,,
368,2026-01-03 14:02:00,2026-01-03 14:16:00,IST_003,2,KB 95 Oktan Excellium,5017.01,17039.2,12184.25,12022.19,26.08,2026-01-03 15:30:00
369,2026-01-04 11:00:00,2026-01-04 11:18:00,IST_003,1,Motorin(Excellium),3786.73,8632.54,4878.27,4845.81,22.92,2026-01-04 18:30:00
370,2026-01-05 13:37:00,2026-01-05 13:53:00,IST_003,1,Motorin(Excellium),5433.33,12912.32,7511.66,7478.99,20.18,
371,2026-01-05 13:39:00,2026-01-05 13:49:00,IST_003,3,Motorin(Excellium),2434.11,7040.4,4626.91,4606.29,20.3,2026-01-05 15:00:00
372,2026-01-07 16:06:00,2026-01-07 16:24:00,IST_003,1,Motorin(Excellium),,13455.51,7654.01,7590.33,24.91,2026-01-07 23:30:00
373,2026-01-07 16:09:00,2026-01-07 16:15:00,IST_003,2,KB 95 Oktan Excellium,3432.98,8288.52,4931.08,4855.54,27.77,
374,2026-01-08 10:04:00,2026-01-08 10:25:00,IST_003,3,Motorin(Excellium),1394.82,8421.87,7087.41,7027.05,25.14,2026-01-08 17:30:00
375,2026-01-08 16:40:00,2026-01-08 16:45:00,IST_003,2,KB 95 Oktan Excellium,4581.44,12421.1,7942.49,7839.66,25.79,2026-01-08 19:00:00
376,2026-01-09 19:11:00,2026-01-09 19:19:00,IST_003,1,Motorin(Excellium),4716.11,9334.65,4669.53,4618.54,,2026-01-09 22:30:00
377,2026-01-11 12:35:00,2026-01-11 12:51:00,IST_003,1,Motorin(Excellium),4123.13,11603.03,7512.42,7479.9,20.15,2026-01-11 18:00:00
378,2026-01-11 16:10:00,2026-01-11 16:23:00,IST_003,2,KB 95 Oktan Excellium,3078.15,12544.29,9625.2,9466.14,28.77,
379,2026-01-11 16:35:00,2026-01-11 16:58:00,IST_003,3,Motorin(Excellium),1351.32,7788.11,6502.78,6436.79,27.08,2026-01-11 23:00:00
380,2026-01-13 12:35:00,2026-01-13 12:52:00,IST_003,1,Motorin(Excellium),4489.13,14390.37,9994.17,9901.24,26.07,2026-01-13 18:00:00
381,2026-01-13 17:34:00,2026-01-13 17:51:00,IST_003,2,KB 95 Oktan Excellium,4783.86,12222.46,7573.56,7438.6,29.85,2026-01-13 20:00:00
382,2026-01-14 17:07:00,2026-01-14 17:20:00,IST_003,3,Motorin(Excellium),1178.28,8233.37,7132.25,7055.09,27.88,2026-01-14 18:30:00
383,2026-01-15 19:07:00,2026-01-15 19:25:00,IST_003,2,KB 95 Oktan Excellium,4518.37,12316.92,7877.01,7798.55,23.3,2026-01-16 02:30:00
384,2026-01-16 16:11:00,2026-01-16 16:17:00,IST_003,1,Motorin(Excellium),4019.47,13243.03,9339.83,9223.56,29.82,2026-01-16 19:30:00
385,2026-01-17 22:06:00,2026-01-17 22:15:00,IST_003,3,Motorin(Excellium),1847.75,6656.21,4863.68,4808.46,28.52,2026-01-18 03:30:00
386,2026-01-18 13:11:00,2026-01-18 13:26:00,IST_003,2,KB 95 Oktan Excellium,2817.59,10344.9,7630.15,7527.31,26.23,2026-01-18 18:30:00
387,2026-01-18 22:38:00,2026-01-18 22:53:00,IST_003,1,Motorin(Excellium),4975.6,14544.7,9680.35,9569.1,28.68,2026-01-19 06:00:00
388,2026-01-20 17:02:00,2026-01-20 17:15:00,IST_003,2,KB 95 Oktan Excellium,,6754.88,4733.94,4682.44,24.07,2026-01-20 18:30:00
389,2026-01-20 17:08:00,2026-01-20 17:28:00,IST_003,3,Motorin(Excellium),1445.68,7549.1,6168.42,6103.42,27.54,
390,2026-01-21 12:06:00,2026-01-21 12:19:00,IST_003,1,Motorin(Excellium),5140.67,12664.37,7578.52,7523.7,,2026-01-21 14:30:00
391,2026-01-21 15:30:00,2026-01-21 15:57:00,IST_003,2,KB 95 Oktan Excellium,4682.05,12524.11,7978.95,7842.06,29.3,2026-01-21 23:00:00
392,2026-01-23 16:11:00,2026-01-23 16:24:00,IST_003,1,Motorin(Excellium),,17932.13,12864.59,12737.07,26.8,2026-01-23 17:30:00
393,2026-01-23 16:36:00,2026-01-23 16:49:00,IST_003,3,Motorin(Excellium),2622.18,7270.56,4711.46,4648.38,30.94,2026-01-24 00:00:00
394,2026-01-23 21:06:00,2026-01-23 21:19:00,IST_003,2,KB 95 Oktan Excellium,4270.65,13933.27,9801.92,9662.62,26.84,2026-01-24 04:30:00
395,2026-01-26 15:01:00,2026-01-26 15:22:00,IST_003,3,Motorin(Excellium),1379.59,6283.4,4941.74,4903.81,24.14,2026-01-26 18:30:00
396,2026-01-26 17:40:00,2026-01-26 17:56:00,IST_003,2,KB 95 Oktan Excellium,4920.42,14148.9,9390.71,9228.48,29.4,2026-01-26 22:00:00
397,2026-01-27 15:07:00,2026-01-27 15:20:00,IST_003,1,Motorin(Excellium),5329.54,12833.97,7559.92,7504.43,23.74,
398,2026-01-28 12:41:00,2026-01-28 12:52:00,IST_003,3,Motorin(Excellium),2316.37,8383.97,6130.99,6067.6,27.31,2026-01-28 17:00:00
399,2026-01-29 15:10:00,2026-01-29 15:15:00,IST_003,2,KB 95 Oktan Excellium,3856.64,16039.31,12295.25,12182.67,22.63,
400,2026-01-29 20:30:00,2026-01-29 20:52:00,IST_003,1,Motorin(Excellium),5393.96,15372.72,10108.56,9978.76,30.29,2026-01-29 23:00:00
401,2026-01-31 18:11:00,2026-01-31 18:23:00,IST_003,3,Motorin(Excellium),1883.88,7998.56,6179.45,6114.68,27.48,2026-02-01 00:30:00
402,2026-02-01 14:33:00,2026-02-01 14:53:00,IST_003,1,Motorin(Excellium),5964.15,13449.68,7569.33,7485.53,28.18,2026-02-01 19:00:00
403,2026-02-01 18:38:00,2026-02-01 18:45:00,IST_003,2,KB 95 Oktan Excellium,4721.8,9637.13,5007.83,4915.33,30.39,
404,2026-02-03 16:11:00,2026-02-03 16:23:00,IST_003,2,KB 95 Oktan Excellium,3211.69,15534.05,12452.56,12322.36,23.71,2026-02-03 20:30:00
405,2026-02-04 10:10:00,2026-02-04 10:26:00,IST_003,1,Motorin(Excellium),4614.06,16583.7,12051.64,11969.64,23.1,2026-02-04 11:30:00
406,2026-02-04 12:41:00,2026-02-04 12:55:00,IST_003,3,Motorin(Excellium),2127.04,8476.4,6405.69,6349.36,,2026-02-04 17:00:00
407,2026-02-06 20:40:00,2026-02-06 20:53:00,IST_003,2,KB 95 Oktan Excellium,3830.23,13572.88,9907.76,9742.65,28.89,2026-02-07 01:00:00
408,2026-02-07 11:06:00,2026-02-07 11:18:00,IST_003,1,Motorin(Excellium),5838.83,15506.58,9740.0,9667.75,23.83,2026-02-07 13:30:00
409,2026-02-08 12:39:00,2026-02-08 12:48:00,IST_003,3,Motorin(Excellium),1847.75,6637.82,4843.88,4790.07,,2026-02-08 19:00:00
410,2026-02-09 13:31:00,2026-02-09 13:50:00,IST_003,2,KB 95 Oktan Excellium,5179.72,17228.98,12220.89,12049.26,26.7,
411,2026-02-09 23:04:00,2026-02-09 23:16:00,IST_003,1,Motorin(Excellium),5279.36,15093.82,9924.41,9814.46,28.19,2026-02-10 05:30:00
412,2026-02-10 13:11:00,2026-02-10 13:20:00,IST_003,3,Motorin(Excellium),2289.07,8487.12,6255.5,6198.05,25.93,2026-02-10 14:30:00
413,2026-02-13 11:34:00,2026-02-13 11:47:00,IST_003,1,Motorin(Excellium),,16852.28,12221.24,12114.52,25.4,2026-02-13 15:00:00
414,2026-02-13 17:07:00,2026-02-13 17:18:00,IST_003,2,KB 95 Oktan Excellium,2529.21,7214.12,4766.56,4684.91,29.28,2026-02-13 18:30:00
415,2026-02-13 17:04:00,2026-02-13 17:28:00,IST_003,3,Motorin(Excellium),1820.12,8150.78,6391.4,6330.66,26.31,2026-02-14 00:30:00
416,2026-02-14 10:32:00,2026-02-14 10:57:00,IST_003,2,KB 95 Oktan Excellium,4407.72,16768.0,12504.01,12360.28,24.58,2026-02-14 15:00:00
417,2026-02-16 13:06:00,2026-02-16 13:25:00,IST_003,1,Motorin(Excellium),,16083.46,9897.18,9879.57,17.12,
418,2026-02-17 17:06:00,2026-02-17 17:17:00,IST_003,3,Motorin(Excellium),1306.03,5907.39,4638.78,4601.36,24.6,2026-02-17 22:30:00
419,2026-02-18 16:00:00,2026-02-18 16:23:00,IST_003,2,KB 95 Oktan Excellium,2940.19,12586.43,9761.64,9646.24,24.85,2026-02-18 22:30:00
420,2026-02-19 18:02:00,2026-02-19 18:18:00,IST_003,1,Motorin(Excellium),5328.01,12935.38,7669.1,7607.37,24.58,2026-02-19 23:30:00
421,2026-02-20 15:08:00,2026-02-20 15:18:00,IST_003,3,Motorin(Excellium),,8398.85,6733.16,6671.92,25.83,
422,2026-02-20 23:08:00,2026-02-20 23:25:00,IST_003,2,KB 95 Oktan Excellium,4151.11,13751.6,9709.29,9600.49,24.34,2026-02-21 03:30:00
423,2026-02-21 21:05:00,2026-02-21 21:16:00,IST_003,1,Motorin(Excellium),4976.54,14859.77,9908.94,9883.23,18.09,2026-02-22 02:30:00
424,2026-02-23 20:40:00,2026-02-23 20:45:00,IST_003,2,KB 95 Oktan Excellium,3753.67,15807.82,12203.12,12054.15,25.17,
425,2026-02-23 20:38:00,2026-02-23 20:52:00,IST_003,3,Motorin(Excellium),1690.04,7798.76,6137.84,6108.72,20.65,
426,2026-02-24 12:31:00,2026-02-24 12:52:00,IST_003,1,Motorin(Excellium),5805.98,15797.75,10063.5,9991.77,23.49,2026-02-24 20:00:00
427,2026-02-26 22:10:00,2026-02-26 22:21:00,IST_003,3,Motorin(Excellium),,7825.52,6054.61,6007.59,24.24,2026-02-27 01:30:00
428,2026-02-27 10:31:00,2026-02-27 10:49:00,IST_003,2,KB 95 Oktan Excellium,4398.89,11991.31,7659.33,7592.42,,2026-02-27 14:00:00
429,2026-02-27 17:30:00,2026-02-27 17:48:00,IST_003,1,Motorin(Excellium),4406.7,12383.89,8033.25,7977.19,23.31,2026-02-28 01:00:00
430,2026-03-01 11:35:00,2026-03-01 11:57:00,IST_003,2,KB 95 Oktan Excellium,,12560.26,7507.49,7426.69,23.97,2026-03-01 18:00:00
431,2026-03-01 21:37:00,2026-03-01 21:50:00,IST_003,1,Motorin(Excellium),4371.91,14262.12,9910.4,9890.21,17.42,2026-03-02 01:00:00
432,2026-03-02 02:30:00,2026-03-02 02:47:00,IST_003,3,Motorin(Excellium),2012.26,8063.92,6065.46,6051.66,17.71,2026-03-02 04:00:00
433,2026-03-03 16:07:00,2026-03-03 16:23:00,IST_003,2,KB 95 Oktan Excellium,5039.97,9902.39,4909.95,4862.42,23.07,2026-03-03 20:30:00
434,2026-03-04 17:30:00,2026-03-04 17:55:00,IST_003,1,Motorin(Excellium),4005.53,11758.69,7784.4,7753.16,19.78,2026-03-05 01:00:00
435,2026-03-05 10:06:00,2026-03-05 10:27:00,IST_003,2,KB 95 Oktan Excellium,3941.64,11347.22,7478.04,7405.58,23.07,2026-03-05 12:30:00
436,2026-03-05 16:00:00,2026-03-05 16:28:00,IST_003,3,Motorin(Excellium),2169.58,8273.63,6149.18,6104.05,23.74,2026-03-05 17:30:00
437,2026-03-06 10:08:00,2026-03-06 10:24:00,IST_003,1,Motorin(Excellium),5446.69,13082.09,7664.75,7635.4,19.56,2026-03-06 15:30:00
438,2026-03-07 11:40:00,2026-03-07 11:51:00,IST_003,2,KB 95 Oktan Excellium,3851.42,11245.11,7457.09,7393.69,,2026-03-07 19:00:00
439,2026-03-08 19:04:00,2026-03-08 19:19:00,IST_003,1,Motorin(Excellium),5580.03,15198.75,9705.59,9618.72,25.66,2026-03-08 22:30:00
440,2026-03-09 14:03:00,2026-03-09 14:21:00,IST_003,3,Motorin(Excellium),,7947.93,6417.13,6367.34,24.24,2026-03-09 15:30:00
441,2026-03-11 02:08:00,2026-03-11 02:19:00,IST_003,2,KB 95 Oktan Excellium,4377.12,13651.23,9355.53,9274.11,22.25,2026-03-11 04:30:00
442,2026-03-11 15:04:00,2026-03-11 15:24:00,IST_003,1,Motorin(Excellium),5409.82,10394.7,5000.03,4984.88,18.61,2026-03-11 18:30:00
443,2026-03-12 17:00:00,2026-03-12 17:16:00,IST_003,3,Motorin(Excellium),1518.81,7897.16,6389.6,6378.35,,2026-03-12 22:30:00
444,2026-03-13 14:33:00,2026-03-13 14:51:00,IST_003,1,Motorin(Excellium),5471.03,10127.65,4689.3,4656.62,23.3,2026-03-13 18:00:00
445,2026-03-13 17:40:00,2026-03-13 17:56:00,IST_003,2,KB 95 Oktan Excellium,3894.63,8563.14,4693.64,4668.51,19.46,2026-03-13 22:00:00
446,2026-03-14 19:11:00,2026-03-14 19:16:00,IST_003,1,Motorin(Excellium),5048.49,17353.13,12337.87,12304.64,18.21,2026-03-15 00:30:00
447,2026-03-14 22:38:00,2026-03-14 22:55:00,IST_003,2,KB 95 Oktan Excellium,4043.22,8789.75,4788.62,4746.53,22.33,2026-03-15 00:00:00
448,2026-03-15 15:05:00,2026-03-15 15:24:00,IST_003,3,Motorin(Excellium),1328.4,8311.38,7004.16,6982.98,18.6,
449,2026-03-16 16:39:00,2026-03-16 16:48:00,IST_003,2,KB 95 Oktan Excellium,3358.43,12580.85,9292.82,9222.42,21.31,2026-03-16 18:00:00
450,2026-03-18 16:35:00,2026-03-18 16:51:00,IST_003,2,KB 95 Oktan Excellium,5035.92,14787.22,9772.5,9751.3,16.81,
451,2026-03-18 18:33:00,2026-03-18 18:58:00,IST_003,1,Motorin(Excellium),4603.85,13948.05,9404.94,9344.2,22.69,2026-03-18 21:00:00
452,2026-03-19 12:35:00,2026-03-19 12:54:00,IST_003,3,Motorin(Excellium),1914.6,8051.57,6169.83,6136.97,21.34,2026-03-19 20:00:00
453,2026-03-21 11:10:00,2026-03-21 11:22:00,IST_003,1,Motorin(Excellium),4206.25,13809.76,9621.85,9603.51,17.27,2026-03-21 17:30:00
454,2026-03-21 13:08:00,2026-03-21 13:22:00,IST_003,2,KB 95 Oktan Excellium,5338.93,15058.27,9849.28,9719.34,25.99,
455,2026-03-22 19:04:00,2026-03-22 19:17:00,IST_003,3,Motorin(Excellium),2053.2,8159.14,6132.43,6105.94,20.14,2026-03-22 21:30:00
456,2026-03-23 21:00:00,2026-03-23 21:18:00,IST_003,1,Motorin(Excellium),4426.43,11888.11,7510.78,7461.68,22.78,2026-03-23 23:30:00
457,2026-03-24 20:41:00,2026-03-24 20:58:00,IST_003,2,KB 95 Oktan Excellium,4557.16,14345.95,9844.4,9788.79,19.71,
458,2026-03-25 20:38:00,2026-03-25 20:54:00,IST_003,3,Motorin(Excellium),2097.42,8144.6,6102.39,6047.18,25.77,2026-03-26 02:00:00
459,2026-03-26 13:01:00,2026-03-26 13:26:00,IST_003,1,Motorin(Excellium),4312.79,17070.54,12867.79,12757.75,25.18,2026-03-26 15:30:00
460,2026-03-27 19:00:00,2026-03-27 19:18:00,IST_003,2,KB 95 Oktan Excellium,4549.17,14435.48,10037.32,9886.31,27.54,
461,2026-03-28 23:34:00,2026-03-28 23:56:00,IST_003,3,Motorin(Excellium),1751.31,7837.68,6109.45,6086.37,,2026-03-29 03:00:00
462,2026-03-30 17:32:00,2026-03-30 17:56:00,IST_003,1,Motorin(Excellium),2849.18,12157.38,9347.78,9308.2,20.04,2026-03-30 19:00:00
463,2026-03-30 20:39:00,2026-03-30 20:52:00,IST_003,2,KB 95 Oktan Excellium,,14150.4,10019.92,9901.44,,2026-03-31 02:00:00
464,2026-01-02 13:33:00,2026-01-02 13:56:00,IST_004,1,Motorin(Excellium),7863.48,15353.05,7531.76,7489.57,21.67,2026-01-02 17:00:00
465,2026-01-02 14:34:00,2026-01-02 14:50:00,IST_004,3,Motorin(Excellium),5721.09,15380.7,9703.78,9659.61,20.42,2026-01-02 17:00:00
466,2026-01-02 15:31:00,2026-01-02 15:45:00,IST_004,4,KB 95 Oktan Excellium,2118.47,8368.18,6323.72,6249.71,24.75,2026-01-02 22:00:00
467,2026-01-02 20:09:00,2026-01-02 20:23:00,IST_004,5,Motorin(Excellium),4954.51,16995.46,12167.02,12040.95,27.33,2026-01-03 03:30:00
468,2026-01-03 13:11:00,2026-01-03 13:20:00,IST_004,2,KB 95 Oktan Excellium,1559.55,8248.35,6719.33,6688.8,18.79,2026-01-03 18:30:00
469,2026-01-04 14:32:00,2026-01-04 14:55:00,IST_004,1,Motorin(Excellium),7567.71,16878.61,9349.97,9310.9,19.97,2026-01-04 20:00:00
470,2026-01-05 02:02:00,2026-01-05 02:24:00,IST_004,3,Motorin(Excellium),4143.77,13906.75,9804.99,9762.98,20.1,2026-01-05 09:30:00
471,2026-01-06 13:39:00,2026-01-06 13:56:00,IST_004,4,KB 95 Oktan Excellium,1631.96,6275.39,4677.02,4643.43,20.99,2026-01-06 20:00:00
472,2026-01-06 23:40:00,2026-01-06 23:57:00,IST_004,1,Motorin(Excellium),6868.19,19001.52,12258.37,12133.33,27.14,2026-01-07 03:00:00
473,2026-01-07 00:04:00,2026-01-07 00:17:00,IST_004,2,KB 95 Oktan Excellium,1982.54,7989.54,6093.91,6007.0,,2026-01-07 01:30:00
474,2026-01-07 15:33:00,2026-01-07 15:54:00,IST_004,3,Motorin(Excellium),3220.99,13167.35,10052.1,9946.36,27.52,2026-01-07 17:00:00
475,2026-01-07 15:31:00,2026-01-07 15:50:00,IST_004,5,Motorin(Excellium),2897.0,15153.23,12405.68,12256.23,29.34,2026-01-07 22:00:00
476,2026-01-08 17:07:00,2026-01-08 17:18:00,IST_004,4,KB 95 Oktan Excellium,2168.8,6829.49,4746.62,4660.69,30.09,2026-01-08 22:30:00
477,2026-01-09 14:08:00,2026-01-09 14:26:00,IST_004,3,Motorin(Excellium),5176.89,12957.58,7867.58,7780.69,28.15,2026-01-09 16:30:00
478,2026-01-10 10:37:00,2026-01-10 10:51:00,IST_004,1,Motorin(Excellium),5738.08,10480.57,4780.37,4742.49,24.43,2026-01-10 17:00:00
479,2026-01-10 12:38:00,2026-01-10 12:57:00,IST_004,2,KB 95 Oktan Excellium,2515.23,8536.8,6101.5,6021.57,25.92,2026-01-10 18:00:00
480,2026-01-10 20:38:00,2026-01-10 20:56:00,IST_004,5,Motorin(Excellium),4566.69,12024.81,7537.11,7458.12,27.48,2026-01-11 00:00:00
481,2026-01-11 11:32:00,2026-01-11 11:57:00,IST_004,1,Motorin(Excellium),,16660.31,9865.81,9764.6,27.21,2026-01-11 17:00:00
482,2026-01-11 11:35:00,2026-01-11 11:51:00,IST_004,3,Motorin(Excellium),5243.26,9979.58,4752.5,4736.32,19.05,2026-01-11 19:00:00
483,2026-01-11 15:10:00,2026-01-11 15:25:00,IST_004,4,KB 95 Oktan Excellium,1396.41,8029.64,6739.91,6633.23,28.19,
484,2026-01-12 14:35:00,2026-01-12 14:58:00,IST_004,3,Motorin(Excellium),5089.5,14956.82,9989.71,9867.32,29.59,2026-01-12 17:00:00
485,2026-01-13 13:00:00,2026-01-13 13:24:00,IST_004,5,Motorin(Excellium),5089.21,17193.69,12231.35,12104.48,27.35,2026-01-13 16:30:00
486,2026-01-13 17:41:00,2026-01-13 17:56:00,IST_004,1,Motorin(Excellium),7231.91,17204.89,10089.75,9972.98,28.78,2026-01-13 19:00:00
487,2026-01-14 00:30:00,2026-01-14 00:54:00,IST_004,2,KB 95 Oktan Excellium,2198.96,8199.32,6088.98,6000.36,27.13,2026-01-14 07:00:00
488,2026-01-14 16:03:00,2026-01-14 16:26:00,IST_004,4,KB 95 Oktan Excellium,2019.03,8044.25,6071.98,6025.22,21.42,2026-01-14 21:30:00
489,2026-01-15 11:39:00,2026-01-15 11:54:00,IST_004,3,Motorin(Excellium),3379.91,13278.07,10016.4,9898.16,29.05,2026-01-15 13:00:00
490,2026-01-16 12:34:00,2026-01-16 12:47:00,IST_004,1,Motorin(Excellium),4864.15,12297.27,7517.82,7433.12,28.41,2026-01-16 15:00:00
491,2026-01-17 11:00:00,2026-01-17 11:26:00,IST_004,3,Motorin(Excellium),3440.32,8094.14,4693.84,4653.82,25.15,2026-01-17 14:30:00
492,2026-01-17 16:05:00,2026-01-17 16:23:00,IST_004,4,KB 95 Oktan Excellium,2035.47,8109.66,6158.05,6074.19,26.35,2026-01-17 22:30:00
493,2026-01-17 17:33:00,2026-01-17 17:55:00,IST_004,2,KB 95 Oktan Excellium,1979.78,8024.87,6134.35,6045.09,,2026-01-17 23:00:00
494,2026-01-17 19:39:00,2026-01-17 19:47:00,IST_004,5,Motorin(Excellium),3644.96,8599.44,5007.44,4954.48,27.59,2026-01-17 21:00:00
495,2026-01-18 02:04:00,2026-01-18 02:16:00,IST_004,1,Motorin(Excellium),6259.49,19210.19,13103.82,12950.7,28.91,
496,2026-01-18 17:37:00,2026-01-18 17:51:00,IST_004,3,Motorin(Excellium),2703.88,10498.61,7894.84,7794.73,30.1,2026-01-18 20:00:00
497,2026-01-19 17:08:00,2026-01-19 17:26:00,IST_004,5,Motorin(Excellium),2845.03,12594.64,9879.27,9749.61,30.62,2026-01-19 20:30:00
498,2026-01-20 15:08:00,2026-01-20 15:27:00,IST_004,3,Motorin(Excellium),3321.38,11271.04,8037.57,7949.66,28.02,2026-01-20 16:30:00
499,2026-01-20 18:06:00,2026-01-20 18:28:00,IST_004,1,Motorin(Excellium),7606.4,15150.62,7603.78,7544.22,24.32,2026-01-20 22:30:00
500,2026-01-21 03:04:00,2026-01-21 03:16:00,IST_004,2,KB 95 Oktan Excellium,2178.47,8280.1,6183.24,6101.63,26.0,
501,2026-01-21 13:03:00,2026-01-21 13:16:00,IST_004,4,KB 95 Oktan Excellium,1473.48,8315.44,6937.12,6841.96,26.43,2026-01-21 18:30:00
502,2026-01-22 10:04:00,2026-01-22 10:18:00,IST_004,3,Motorin(Excellium),3556.33,16521.02,13069.84,12964.69,24.58,2026-01-22 17:30:00
503,2026-01-22 12:38:00,2026-01-22 12:49:00,IST_004,5,Motorin(Excellium),4066.5,12022.47,8041.23,7955.97,27.62,
504,2026-01-22 18:41:00,2026-01-22 18:47:00,IST_004,1,Motorin(Excellium),5919.53,17882.21,12105.41,11962.68,29.04,2026-01-23 02:00:00
505,2026-01-24 13:01:00,2026-01-24 13:23:00,IST_004,4,KB 95 Oktan Excellium,2542.79,8590.21,6153.49,6047.42,29.36,2026-01-24 16:30:00
506,2026-01-24 17:35:00,2026-01-24 17:46:00,IST_004,2,KB 95 Oktan Excellium,1487.85,6366.66,4964.88,4878.81,29.45,2026-01-25 00:00:00
507,2026-01-24 18:37:00,2026-01-24 18:46:00,IST_004,5,Motorin(Excellium),4563.54,16598.55,12163.5,12035.01,27.58,2026-01-25 01:00:00
508,2026-01-25 10:07:00,2026-01-25 10:21:00,IST_004,3,Motorin(Excellium),4596.73,12463.37,7950.39,7866.64,27.54,
509,2026-01-25 18:07:00,2026-01-25 18:17:00,IST_004,1,Motorin(Excellium),7674.26,15337.4,7709.53,7663.14,22.16,2026-01-25 20:30:00
510,2026-01-27 12:06:00,2026-01-27 12:28:00,IST_004,3,Motorin(Excellium),3962.97,16549.89,12650.33,12586.92,,2026-01-27 14:30:00
511,2026-01-27 12:31:00,2026-01-27 12:46:00,IST_004,2,KB 95 Oktan Excellium,1882.22,8330.69,6543.18,6448.47,,
512,2026-01-27 22:03:00,2026-01-27 22:19:00,IST_004,1,Motorin(Excellium),6507.75,16280.75,9889.48,9773.0,29.02,2026-01-28 04:30:00
513,2026-01-28 17:39:00,2026-01-28 17:57:00,IST_004,4,KB 95 Oktan Excellium,1144.57,7927.89,6840.19,6783.32,21.93,2026-01-28 19:00:00
514,2026-01-28 18:03:00,2026-01-28 18:22:00,IST_004,5,Motorin(Excellium),4570.21,16661.12,12213.02,12090.91,26.9,
